"age.grp_string","year","sex","cancer.type","suppress","measure","obs"
"0-34",2007,2,"Breast (female)",0,"Counts",68
"0-34",2007,2,"Breast (female)",0,"Rates",11.722242897733
"0-34",2007,2,"Colorectal",0,"Counts",77
"0-34",2007,2,"Colorectal",0,"Rates",13.0949951950507
"0-34",2007,2,"Leukaemia",0,"Counts",44
"0-34",2007,2,"Leukaemia",0,"Rates",7.40534473470804
"0-34",2007,2,"Lung",0,"Counts",34
"0-34",2007,2,"Lung",0,"Rates",6.04939796327795
"0-34",2007,2,"Lymphoma",0,"Counts",14
"0-34",2007,2,"Lymphoma",0,"Rates",2.36896705575239
"0-34",2007,2,"Melanoma",0,"Counts",99
"0-34",2007,2,"Melanoma",0,"Rates",17.2999995568594
"0-34",2007,2,"Pancreatic",0,"Counts",79
"0-34",2007,2,"Pancreatic",0,"Rates",13.6236372312547
"0-34",2007,2,"Prostate",1,"Counts",NA
"0-34",2007,2,"Prostate",1,"Rates",NA
"0-34",2007,3,"All cancers",0,"Counts",544
"0-34",2007,3,"All cancers",0,"Rates",46.8001148544476
"0-34",2007,3,"Breast (female)",1,"Counts",NA
"0-34",2007,3,"Breast (female)",1,"Rates",NA
"0-34",2007,3,"Colorectal",0,"Counts",105
"0-34",2007,3,"Colorectal",0,"Rates",8.74049472437962
"0-34",2007,3,"Leukaemia",0,"Counts",65
"0-34",2007,3,"Leukaemia",0,"Rates",5.35988522111698
"0-34",2007,3,"Lung",0,"Counts",67
"0-34",2007,3,"Lung",0,"Rates",5.82783044726195
"0-34",2007,3,"Lymphoma",0,"Counts",57
"0-34",2007,3,"Lymphoma",0,"Rates",4.86066635854359
"0-34",2007,3,"Melanoma",0,"Counts",200
"0-34",2007,3,"Melanoma",0,"Rates",17.3154916359302
"0-34",2007,3,"Pancreatic",0,"Counts",108
"0-34",2007,3,"Pancreatic",0,"Rates",9.15548853173019
"0-34",2007,3,"Prostate",1,"Counts",NA
"0-34",2007,3,"Prostate",1,"Rates",NA
"0-34",2008,1,"All cancers",0,"Counts",261
"0-34",2008,1,"All cancers",0,"Rates",42.9867389574967
"0-34",2008,1,"Breast (female)",1,"Counts",NA
"0-34",2008,1,"Breast (female)",1,"Rates",NA
"0-34",2008,1,"Colorectal",0,"Counts",35
"0-34",2008,1,"Colorectal",0,"Rates",5.9321369751869
"0-34",2008,1,"Leukaemia",0,"Counts",72
"0-34",2008,1,"Leukaemia",0,"Rates",11.3302667020088
"0-34",2008,1,"Lung",0,"Counts",51
"0-34",2008,1,"Lung",0,"Rates",8.03737863166897
"0-34",2008,1,"Lymphoma",0,"Counts",41
"0-34",2008,1,"Lymphoma",0,"Rates",6.51747548752045
"0-34",2008,1,"Melanoma",0,"Counts",87
"0-34",2008,1,"Melanoma",0,"Rates",14.2282114001581
"0-34",2008,1,"Pancreatic",0,"Counts",30
"0-34",2008,1,"Pancreatic",0,"Rates",4.80520669390828
"0-34",2008,1,"Prostate",0,"Counts",31
"0-34",2008,1,"Prostate",0,"Rates",5.01661348675318
"0-34",2008,2,"All cancers",0,"Counts",326
"0-34",2008,2,"All cancers",0,"Rates",55.4275832662406
"0-34",2008,2,"Breast (female)",0,"Counts",51
"0-34",2008,2,"Breast (female)",0,"Rates",8.82957988455554
"0-34",2008,2,"Colorectal",0,"Counts",41
"0-34",2008,2,"Colorectal",0,"Rates",7.03765760102216
"0-34",2008,2,"Leukaemia",0,"Counts",57
"0-34",2008,2,"Leukaemia",0,"Rates",9.48875005390256
"0-34",2008,2,"Lung",0,"Counts",29
"0-34",2008,2,"Lung",0,"Rates",4.88636970232246
"0-34",2008,2,"Lymphoma",0,"Counts",77
"0-34",2008,2,"Lymphoma",0,"Rates",13.1924241954116
"0-34",2008,2,"Melanoma",0,"Counts",129
"0-34",2008,2,"Melanoma",0,"Rates",21.3698449372602
"0-34",2008,2,"Pancreatic",0,"Counts",70
"0-34",2008,2,"Pancreatic",0,"Rates",11.8852744280313
"0-34",2008,2,"Prostate",1,"Counts",NA
"0-34",2008,2,"Prostate",1,"Rates",NA
"0-34",2008,3,"All cancers",0,"Counts",587
"0-34",2008,3,"All cancers",0,"Rates",49.1603206533877
"0-34",2008,3,"Breast (female)",1,"Counts",NA
"0-34",2008,3,"Breast (female)",1,"Rates",NA
"0-34",2008,3,"Colorectal",0,"Counts",76
"0-34",2008,3,"Colorectal",0,"Rates",6.47662084171226
"0-34",2008,3,"Leukaemia",0,"Counts",129
"0-34",2008,3,"Leukaemia",0,"Rates",10.4611414222275
"0-34",2008,3,"Lung",0,"Counts",80
"0-34",2008,3,"Lung",0,"Rates",6.49438134634943
"0-34",2008,3,"Lymphoma",0,"Counts",118
"0-34",2008,3,"Lymphoma",0,"Rates",9.81710596390958
"0-34",2008,3,"Melanoma",0,"Counts",216
"0-34",2008,3,"Melanoma",0,"Rates",17.724816303591
"0-34",2008,3,"Pancreatic",0,"Counts",100
"0-34",2008,3,"Pancreatic",0,"Rates",8.29100481258839
"0-34",2008,3,"Prostate",1,"Counts",NA
"0-34",2008,3,"Prostate",1,"Rates",NA
"0-34",2009,1,"All cancers",0,"Counts",251
"0-34",2009,1,"All cancers",0,"Rates",40.0001110508335
"0-34",2009,1,"Breast (female)",1,"Counts",NA
"0-34",2009,1,"Breast (female)",1,"Rates",NA
"0-34",2009,1,"Colorectal",0,"Counts",66
"0-34",2009,1,"Colorectal",0,"Rates",10.6222004331608
"0-34",2009,1,"Leukaemia",0,"Counts",46
"0-34",2009,1,"Leukaemia",0,"Rates",7.21008316415508
"0-34",2009,1,"Lung",0,"Counts",65
"0-34",2009,1,"Lung",0,"Rates",10.0984605119446
"0-34",2009,1,"Lymphoma",0,"Counts",83
"0-34",2009,1,"Lymphoma",0,"Rates",13.047231516236
"0-34",2009,1,"Melanoma",0,"Counts",112
"0-34",2009,1,"Melanoma",0,"Rates",17.5782195584952
"0-34",2009,1,"Pancreatic",0,"Counts",48
"0-34",2009,1,"Pancreatic",0,"Rates",7.37299394089065
"0-34",2009,1,"Prostate",0,"Counts",56
"0-34",2009,1,"Prostate",0,"Rates",8.89917273453475
"0-34",2009,2,"All cancers",0,"Counts",355
"0-34",2009,2,"All cancers",0,"Rates",58.8343521360895
"0-34",2009,2,"Breast (female)",0,"Counts",15
"0-34",2009,2,"Breast (female)",0,"Rates",2.58070955716996
"0-34",2009,2,"Colorectal",0,"Counts",37
"0-34",2009,2,"Colorectal",0,"Rates",5.68428509202641
"0-34",2009,2,"Leukaemia",0,"Counts",58
"0-34",2009,2,"Leukaemia",0,"Rates",9.52504440620811
"0-34",2009,2,"Lung",0,"Counts",52
"0-34",2009,2,"Lung",0,"Rates",8.6087120537874
"0-34",2009,2,"Lymphoma",0,"Counts",36
"0-34",2009,2,"Lymphoma",0,"Rates",5.44247608980677
"0-34",2009,2,"Melanoma",0,"Counts",114
"0-34",2009,2,"Melanoma",0,"Rates",19.2352250501241
"0-34",2009,2,"Pancreatic",0,"Counts",31
"0-34",2009,2,"Pancreatic",0,"Rates",4.83221484267847
"0-34",2009,2,"Prostate",1,"Counts",NA
"0-34",2009,2,"Prostate",1,"Rates",NA
"0-34",2009,3,"All cancers",0,"Counts",606
"0-34",2009,3,"All cancers",0,"Rates",49.3876648049027
"0-34",2009,3,"Breast (female)",1,"Counts",NA
"0-34",2009,3,"Breast (female)",1,"Rates",NA
"0-34",2009,3,"Colorectal",0,"Counts",103
"0-34",2009,3,"Colorectal",0,"Rates",8.18359530415714
"0-34",2009,3,"Leukaemia",0,"Counts",104
"0-34",2009,3,"Leukaemia",0,"Rates",8.35293583029673
"0-34",2009,3,"Lung",0,"Counts",117
"0-34",2009,3,"Lung",0,"Rates",9.35753357738814
"0-34",2009,3,"Lymphoma",0,"Counts",119
"0-34",2009,3,"Lymphoma",0,"Rates",9.31718138565261
"0-34",2009,3,"Melanoma",0,"Counts",226
"0-34",2009,3,"Melanoma",0,"Rates",18.437495737042
"0-34",2009,3,"Pancreatic",0,"Counts",79
"0-34",2009,3,"Pancreatic",0,"Rates",6.14026510559111
"0-34",2009,3,"Prostate",1,"Counts",NA
"0-34",2009,3,"Prostate",1,"Rates",NA
"0-34",2010,1,"All cancers",0,"Counts",291
"0-34",2010,1,"All cancers",0,"Rates",45.6682227955491
"0-34",2010,1,"Breast (female)",1,"Counts",NA
"0-34",2010,1,"Breast (female)",1,"Rates",NA
"0-34",2010,1,"Colorectal",0,"Counts",23
"0-34",2010,1,"Colorectal",0,"Rates",3.43559177722426
"0-34",2010,1,"Leukaemia",0,"Counts",79
"0-34",2010,1,"Leukaemia",0,"Rates",12.6216544098733
"0-34",2010,1,"Lung",0,"Counts",17
"0-34",2010,1,"Lung",0,"Rates",2.82510145564537
"0-34",2010,1,"Lymphoma",0,"Counts",64
"0-34",2010,1,"Lymphoma",0,"Rates",9.73485483778903
"0-34",2010,1,"Melanoma",0,"Counts",77
"0-34",2010,1,"Melanoma",0,"Rates",12.4185495190526
"0-34",2010,1,"Pancreatic",0,"Counts",50
"0-34",2010,1,"Pancreatic",0,"Rates",8.11453916787433
"0-34",2010,1,"Prostate",0,"Counts",53
"0-34",2010,1,"Prostate",0,"Rates",8.1401351112521
"0-34",2010,2,"All cancers",0,"Counts",416
"0-34",2010,2,"All cancers",0,"Rates",67.6194193598065
"0-34",2010,2,"Breast (female)",0,"Counts",51
"0-34",2010,2,"Breast (female)",0,"Rates",8.41885854470513
"0-34",2010,2,"Colorectal",0,"Counts",71
"0-34",2010,2,"Colorectal",0,"Rates",11.1435439012734
"0-34",2010,2,"Leukaemia",0,"Counts",17
"0-34",2010,2,"Leukaemia",0,"Rates",2.63709801461182
"0-34",2010,2,"Lung",0,"Counts",20
"0-34",2010,2,"Lung",0,"Rates",3.08626934151349
"0-34",2010,2,"Lymphoma",0,"Counts",43
"0-34",2010,2,"Lymphoma",0,"Rates",6.67458069460529
"0-34",2010,2,"Melanoma",0,"Counts",159
"0-34",2010,2,"Melanoma",0,"Rates",25.6910589024224
"0-34",2010,2,"Pancreatic",0,"Counts",51
"0-34",2010,2,"Pancreatic",0,"Rates",8.05806309411859
"0-34",2010,2,"Prostate",1,"Counts",NA
"0-34",2010,2,"Prostate",1,"Rates",NA
"0-34",2010,3,"All cancers",0,"Counts",707
"0-34",2010,3,"All cancers",0,"Rates",56.591183178089
"0-34",2010,3,"Breast (female)",1,"Counts",NA
"0-34",2010,3,"Breast (female)",1,"Rates",NA
"0-34",2010,3,"Colorectal",0,"Counts",94
"0-34",2010,3,"Colorectal",0,"Rates",7.23533967263554
"0-34",2010,3,"Leukaemia",0,"Counts",96
"0-34",2010,3,"Leukaemia",0,"Rates",7.6999092044853
"0-34",2010,3,"Lung",0,"Counts",37
"0-34",2010,3,"Lung",0,"Rates",2.93002162281697
"0-34",2010,3,"Lymphoma",0,"Counts",107
"0-34",2010,3,"Lymphoma",0,"Rates",8.23512032431505
"0-34",2010,3,"Melanoma",0,"Counts",236
"0-34",2010,3,"Melanoma",0,"Rates",18.9735263769523
"0-34",2010,3,"Pancreatic",0,"Counts",101
"0-34",2010,3,"Pancreatic",0,"Rates",8.04843947627826
"0-34",2010,3,"Prostate",1,"Counts",NA
"0-34",2010,3,"Prostate",1,"Rates",NA
"0-34",2011,1,"All cancers",0,"Counts",311
"0-34",2011,1,"All cancers",0,"Rates",48.6847492682211
"0-34",2011,1,"Breast (female)",1,"Counts",NA
"0-34",2011,1,"Breast (female)",1,"Rates",NA
"0-34",2011,1,"Colorectal",0,"Counts",59
"0-34",2011,1,"Colorectal",0,"Rates",9.2311015328148
"0-34",2011,1,"Leukaemia",0,"Counts",49
"0-34",2011,1,"Leukaemia",0,"Rates",7.07689374502024
"0-34",2011,1,"Lung",0,"Counts",23
"0-34",2011,1,"Lung",0,"Rates",3.47945377819963
"0-34",2011,1,"Lymphoma",0,"Counts",33
"0-34",2011,1,"Lymphoma",0,"Rates",5.34672752638764
"0-34",2011,1,"Melanoma",0,"Counts",79
"0-34",2011,1,"Melanoma",0,"Rates",11.9651660354543
"0-34",2011,1,"Pancreatic",0,"Counts",42
"0-34",2011,1,"Pancreatic",0,"Rates",6.53467793020793
"0-34",2011,1,"Prostate",0,"Counts",66
"0-34",2011,1,"Prostate",0,"Rates",9.95567678047794
"0-34",2011,2,"All cancers",0,"Counts",371
"0-34",2011,2,"All cancers",0,"Rates",59.2427617599944
"0-34",2011,2,"Breast (female)",0,"Counts",34
"0-34",2011,2,"Breast (female)",0,"Rates",5.55523273189208
"0-34",2011,2,"Colorectal",0,"Counts",41
"0-34",2011,2,"Colorectal",0,"Rates",6.43981360787541
"0-34",2011,2,"Leukaemia",0,"Counts",36
"0-34",2011,2,"Leukaemia",0,"Rates",5.60924103805459
"0-34",2011,2,"Lung",0,"Counts",39
"0-34",2011,2,"Lung",0,"Rates",6.17777628614771
"0-34",2011,2,"Lymphoma",0,"Counts",35
"0-34",2011,2,"Lymphoma",0,"Rates",5.46238082716614
"0-34",2011,2,"Melanoma",0,"Counts",131
"0-34",2011,2,"Melanoma",0,"Rates",20.807130399753
"0-34",2011,2,"Pancreatic",0,"Counts",44
"0-34",2011,2,"Pancreatic",0,"Rates",6.87434632460995
"0-34",2011,2,"Prostate",1,"Counts",NA
"0-34",2011,2,"Prostate",1,"Rates",NA
"0-34",2011,3,"All cancers",0,"Counts",682
"0-34",2011,3,"All cancers",0,"Rates",53.9359857951672
"0-34",2011,3,"Breast (female)",1,"Counts",NA
"0-34",2011,3,"Breast (female)",1,"Rates",NA
"0-34",2011,3,"Colorectal",0,"Counts",100
"0-34",2011,3,"Colorectal",0,"Rates",7.82261497154721
"0-34",2011,3,"Leukaemia",0,"Counts",85
"0-34",2011,3,"Leukaemia",0,"Rates",6.3411443151942
"0-34",2011,3,"Lung",0,"Counts",62
"0-34",2011,3,"Lung",0,"Rates",4.84494988059163
"0-34",2011,3,"Lymphoma",0,"Counts",68
"0-34",2011,3,"Lymphoma",0,"Rates",5.36350646274917
"0-34",2011,3,"Melanoma",0,"Counts",210
"0-34",2011,3,"Melanoma",0,"Rates",16.3201025059994
"0-34",2011,3,"Pancreatic",0,"Counts",86
"0-34",2011,3,"Pancreatic",0,"Rates",6.66132086409323
"0-34",2011,3,"Prostate",1,"Counts",NA
"0-34",2011,3,"Prostate",1,"Rates",NA
"0-34",2012,1,"All cancers",0,"Counts",355
"0-34",2012,1,"All cancers",0,"Rates",53.6913143274384
"0-34",2012,1,"Breast (female)",1,"Counts",NA
"0-34",2012,1,"Breast (female)",1,"Rates",NA
"0-34",2012,1,"Colorectal",0,"Counts",58
"0-34",2012,1,"Colorectal",0,"Rates",8.57229898881305
"0-34",2012,1,"Leukaemia",0,"Counts",60
"0-34",2012,1,"Leukaemia",0,"Rates",9.2359834855136
"0-34",2012,1,"Lung",0,"Counts",51
"0-34",2012,1,"Lung",0,"Rates",7.92928523155394
"0-34",2012,1,"Lymphoma",0,"Counts",13
"0-34",2012,1,"Lymphoma",0,"Rates",1.83978802150754
"0-34",2012,1,"Melanoma",0,"Counts",104
"0-34",2012,1,"Melanoma",0,"Rates",15.5830961844241
"0-34",2012,1,"Pancreatic",0,"Counts",48
"0-34",2012,1,"Pancreatic",0,"Rates",7.14894678797419
"0-34",2012,1,"Prostate",0,"Counts",30
"0-34",2012,1,"Prostate",0,"Rates",4.33916147480338
"0-34",2012,2,"All cancers",0,"Counts",430
"0-34",2012,2,"All cancers",0,"Rates",66.9189114499616
"0-34",2012,2,"Breast (female)",0,"Counts",47
"0-34",2012,2,"Breast (female)",0,"Rates",7.66440133707997
"0-34",2012,2,"Colorectal",0,"Counts",65
"0-34",2012,2,"Colorectal",0,"Rates",9.58611237425832
"0-34",2012,2,"Leukaemia",0,"Counts",60
"0-34",2012,2,"Leukaemia",0,"Rates",9.20437847682471
"0-34",2012,2,"Lung",0,"Counts",28
"0-34",2012,2,"Lung",0,"Rates",4.29398882688935
"0-34",2012,2,"Lymphoma",0,"Counts",59
"0-34",2012,2,"Lymphoma",0,"Rates",9.17923439432935
"0-34",2012,2,"Melanoma",0,"Counts",153
"0-34",2012,2,"Melanoma",0,"Rates",23.593490228518
"0-34",2012,2,"Pancreatic",0,"Counts",24
"0-34",2012,2,"Pancreatic",0,"Rates",3.54894735471375
"0-34",2012,2,"Prostate",1,"Counts",NA
"0-34",2012,2,"Prostate",1,"Rates",NA
"0-34",2012,3,"All cancers",0,"Counts",785
"0-34",2012,3,"All cancers",0,"Rates",60.2700661935037
"0-34",2012,3,"Breast (female)",1,"Counts",NA
"0-34",2012,3,"Breast (female)",1,"Rates",NA
"0-34",2012,3,"Colorectal",0,"Counts",123
"0-34",2012,3,"Colorectal",0,"Rates",9.0688956296735
"0-34",2012,3,"Leukaemia",0,"Counts",120
"0-34",2012,3,"Leukaemia",0,"Rates",9.21709577169316
"0-34",2012,3,"Lung",0,"Counts",79
"0-34",2012,3,"Lung",0,"Rates",6.15210649938327
"0-34",2012,3,"Lymphoma",0,"Counts",72
"0-34",2012,3,"Lymphoma",0,"Rates",5.44815390372572
"0-34",2012,3,"Melanoma",0,"Counts",257
"0-34",2012,3,"Melanoma",0,"Rates",19.5379551657323
"0-34",2012,3,"Pancreatic",0,"Counts",72
"0-34",2012,3,"Pancreatic",0,"Rates",5.36951879657961
"0-34",2012,3,"Prostate",1,"Counts",NA
"0-34",2012,3,"Prostate",1,"Rates",NA
"0-34",2013,1,"All cancers",0,"Counts",340
"0-34",2013,1,"All cancers",0,"Rates",50.6059838132042
"0-34",2013,1,"Breast (female)",1,"Counts",NA
"0-34",2013,1,"Breast (female)",1,"Rates",NA
"0-34",2013,1,"Colorectal",0,"Counts",51
"0-34",2013,1,"Colorectal",0,"Rates",7.4218005827506
"0-34",2013,1,"Leukaemia",0,"Counts",31
"0-34",2013,1,"Leukaemia",0,"Rates",4.73583230936884
"0-34",2013,1,"Lung",0,"Counts",28
"0-34",2013,1,"Lung",0,"Rates",4.07661943039718
"0-34",2013,1,"Lymphoma",0,"Counts",57
"0-34",2013,1,"Lymphoma",0,"Rates",8.25566468969809
"0-34",2013,1,"Melanoma",0,"Counts",64
"0-34",2013,1,"Melanoma",0,"Rates",9.34485165614906
"0-34",2013,1,"Pancreatic",0,"Counts",14
"0-34",2013,1,"Pancreatic",0,"Rates",2.01134858553053
"0-34",2013,1,"Prostate",0,"Counts",38
"0-34",2013,1,"Prostate",0,"Rates",5.39670830272029
"0-34",2013,2,"All cancers",0,"Counts",431
"0-34",2013,2,"All cancers",0,"Rates",65.4299634374782
"0-34",2013,2,"Breast (female)",0,"Counts",36
"0-34",2013,2,"Breast (female)",0,"Rates",5.7125229524492
"0-34",2013,2,"Colorectal",0,"Counts",19
"0-34",2013,2,"Colorectal",0,"Rates",2.70871723278579
"0-34",2013,2,"Leukaemia",0,"Counts",24
"0-34",2013,2,"Leukaemia",0,"Rates",3.75072761346375
"0-34",2013,2,"Lung",0,"Counts",58
"0-34",2013,2,"Lung",0,"Rates",8.82050159217329
"0-34",2013,2,"Lymphoma",0,"Counts",72
"0-34",2013,2,"Lymphoma",0,"Rates",10.8068638960481
"0-34",2013,2,"Melanoma",0,"Counts",111
"0-34",2013,2,"Melanoma",0,"Rates",16.5772975417049
"0-34",2013,2,"Pancreatic",0,"Counts",16
"0-34",2013,2,"Pancreatic",0,"Rates",2.55105060992244
"0-34",2013,2,"Prostate",1,"Counts",NA
"0-34",2013,2,"Prostate",1,"Rates",NA
"0-34",2013,3,"All cancers",0,"Counts",771
"0-34",2013,3,"All cancers",0,"Rates",58.0863649784437
"0-34",2013,3,"Breast (female)",1,"Counts",NA
"0-34",2013,3,"Breast (female)",1,"Rates",NA
"0-34",2013,3,"Colorectal",0,"Counts",70
"0-34",2013,3,"Colorectal",0,"Rates",5.09384369895872
"0-34",2013,3,"Leukaemia",0,"Counts",55
"0-34",2013,3,"Leukaemia",0,"Rates",4.24613421809788
"0-34",2013,3,"Lung",0,"Counts",86
"0-34",2013,3,"Lung",0,"Rates",6.37346849190822
"0-34",2013,3,"Lymphoma",0,"Counts",129
"0-34",2013,3,"Lymphoma",0,"Rates",9.54231897851431
"0-34",2013,3,"Melanoma",0,"Counts",175
"0-34",2013,3,"Melanoma",0,"Rates",12.9571776971039
"0-34",2013,3,"Pancreatic",0,"Counts",30
"0-34",2013,3,"Pancreatic",0,"Rates",2.30083106365661
"0-34",2013,3,"Prostate",1,"Counts",NA
"0-34",2013,3,"Prostate",1,"Rates",NA
